,Timestamp,feels_like
121,2020-12-12 01:00:00,288.2789306640625
122,2020-12-12 02:00:00,288.88397216796875
123,2020-12-12 03:00:00,289.6650390625
124,2020-12-12 04:00:00,290.5820617675781
125,2020-12-12 05:00:00,291.5923156738281
126,2020-12-12 06:00:00,292.612548828125
127,2020-12-12 07:00:00,293.5480041503906
128,2020-12-12 08:00:00,294.3876647949219
129,2020-12-12 09:00:00,295.1737060546875
130,2020-12-12 10:00:00,295.8315734863281
131,2020-12-12 11:00:00,296.23968505859375
132,2020-12-12 12:00:00,296.4365234375
133,2020-12-12 13:00:00,296.4791564941406
134,2020-12-12 14:00:00,296.32177734375
135,2020-12-12 15:00:00,295.9238586425781
136,2020-12-12 16:00:00,295.3039855957031
137,2020-12-12 17:00:00,294.5982971191406
138,2020-12-12 18:00:00,293.9825134277344
139,2020-12-12 19:00:00,293.5130615234375
140,2020-12-12 20:00:00,293.14410400390625
141,2020-12-12 21:00:00,292.81121826171875
142,2020-12-12 22:00:00,292.5007019042969
143,2020-12-12 23:00:00,292.2733459472656
144,2020-12-13 00:00:00,292.2010803222656
145,2020-12-13 01:00:00,292.26470947265625
146,2020-12-13 02:00:00,292.39678955078125
147,2020-12-13 03:00:00,292.61505126953125
148,2020-12-13 04:00:00,292.9940185546875
149,2020-12-13 05:00:00,293.5694580078125
150,2020-12-13 06:00:00,294.3196716308594
151,2020-12-13 07:00:00,295.1693115234375
152,2020-12-13 08:00:00,296.02764892578125
153,2020-12-13 09:00:00,296.8627624511719
154,2020-12-13 10:00:00,297.62890625
155,2020-12-13 11:00:00,298.2421569824219
156,2020-12-13 12:00:00,298.6587829589844
157,2020-12-13 13:00:00,298.859130859375
158,2020-12-13 14:00:00,298.8126220703125
159,2020-12-13 15:00:00,298.49151611328125
160,2020-12-13 16:00:00,297.8779296875
161,2020-12-13 17:00:00,297.0306396484375
162,2020-12-13 18:00:00,296.1485290527344
163,2020-12-13 19:00:00,295.3619384765625
164,2020-12-13 20:00:00,294.62628173828125
165,2020-12-13 21:00:00,293.9126281738281
166,2020-12-13 22:00:00,293.3265380859375
167,2020-12-13 23:00:00,292.9366760253906
