,Timestamp,Prediction,Actual
0,2020-09-08 00:00:00,565.828491210938,637.03
1,2020-09-08 01:00:00,489.375732421875,630.91
2,2020-09-08 02:00:00,430.146362304687,607.61
3,2020-09-08 03:00:00,407.620178222656,593.64
4,2020-09-08 04:00:00,402.203918457031,582.3
5,2020-09-08 05:00:00,417.208435058594,574.13
6,2020-09-08 06:00:00,444.062622070313,602.59
7,2020-09-08 07:00:00,479.784545898437,551.53
8,2020-09-08 08:00:00,524.013061523438,555.12
9,2020-09-08 09:00:00,571.921020507812,558.61
10,2020-09-08 10:00:00,616.488586425781,550.95
11,2020-09-08 11:00:00,651.449584960938,557.88
12,2020-09-08 12:00:00,672.028625488281,567.12
13,2020-09-08 13:00:00,681.786010742188,573.69
14,2020-09-08 14:00:00,686.759826660156,575.03
15,2020-09-08 15:00:00,681.90185546875,590.14
16,2020-09-08 16:00:00,670.123046875,605.97
17,2020-09-08 17:00:00,663.907409667969,595.4
18,2020-09-08 18:00:00,656.375854492188,576.91
19,2020-09-08 19:00:00,639.850952148437,616.6
20,2020-09-08 20:00:00,620.3427734375,633.16
21,2020-09-08 21:00:00,601.184997558594,665.91
22,2020-09-08 22:00:00,578.714599609375,664.72
23,2020-09-08 23:00:00,552.091247558594,655.45
24,2020-09-09 00:00:00,523.341857910156,707.12
25,2020-09-09 01:00:00,493.060241699219,661.16
26,2020-09-09 02:00:00,460.510498046875,654.29
27,2020-09-09 03:00:00,430.683837890625,625.15
28,2020-09-09 04:00:00,416.644958496094,598.04
29,2020-09-09 05:00:00,421.764404296875,592.66
30,2020-09-09 06:00:00,438.641845703125,604.22
31,2020-09-09 07:00:00,461.203674316406,642.82
32,2020-09-09 08:00:00,487.503295898437,643.63
33,2020-09-09 09:00:00,515.982055664063,555.79
34,2020-09-09 10:00:00,542.981323242188,570.84
35,2020-09-09 11:00:00,564.305297851563,602.8
36,2020-09-09 12:00:00,577.01318359375,614.79
37,2020-09-09 13:00:00,581.233642578125,609.31
38,2020-09-09 14:00:00,580.775512695313,638.98
39,2020-09-09 15:00:00,579.128540039063,713.63
40,2020-09-09 16:00:00,578.005249023438,694.03
41,2020-09-09 17:00:00,578.716674804688,716.92
42,2020-09-09 18:00:00,576.924194335938,705.24
43,2020-09-09 19:00:00,569.590759277344,686.32
44,2020-09-09 20:00:00,559.164306640625,711.46
45,2020-09-09 21:00:00,546.488037109375,726.98
46,2020-09-09 22:00:00,530.433044433594,775.33
47,2020-09-09 23:00:00,511.613098144531,726.39
48,2020-09-10 00:00:00,491.938659667969,700.56
49,2020-09-10 01:00:00,472.417541503906,683.79
50,2020-09-10 02:00:00,452.969055175781,623.59
51,2020-09-10 03:00:00,434.622985839844,619.66
52,2020-09-10 04:00:00,423.926147460938,607.53
53,2020-09-10 05:00:00,427.443969726563,629.61
54,2020-09-10 06:00:00,442.224243164063,679.45
55,2020-09-10 07:00:00,461.152954101563,684.69
56,2020-09-10 08:00:00,480.740661621094,605.3
57,2020-09-10 09:00:00,500.338989257812,626.93
58,2020-09-10 10:00:00,518.414611816406,656.18
59,2020-09-10 11:00:00,532.405639648438,611.9
60,2020-09-10 12:00:00,540.67333984375,669.04
61,2020-09-10 13:00:00,543.787353515625,687.39
62,2020-09-10 14:00:00,544.247375488281,672.03
63,2020-09-10 15:00:00,544.213562011719,695.33
64,2020-09-10 16:00:00,543.613342285156,702.19
65,2020-09-10 17:00:00,543.567138671875,687.2
66,2020-09-10 18:00:00,544.896179199219,694.23
67,2020-09-10 19:00:00,542.470092773438,688.93
68,2020-09-10 20:00:00,534.558898925781,712.64
69,2020-09-10 21:00:00,524.390991210938,793.16
70,2020-09-10 22:00:00,513.842407226563,847.52
71,2020-09-10 23:00:00,502.922180175781,801.52
72,2020-09-11 00:00:00,490.55712890625,678.09
73,2020-09-11 01:00:00,475.87744140625,677.07
74,2020-09-11 02:00:00,461.267028808594,652.76
75,2020-09-11 03:00:00,452.905395507813,637.69
76,2020-09-11 04:00:00,454.821044921875,615.86
77,2020-09-11 05:00:00,466.549133300781,623.55
78,2020-09-11 06:00:00,485.056335449219,598.3
79,2020-09-11 07:00:00,508.860656738281,614.87
80,2020-09-11 08:00:00,538.413452148438,615.16
81,2020-09-11 09:00:00,571.246887207031,595.1
82,2020-09-11 10:00:00,602.194519042969,582.59
83,2020-09-11 11:00:00,627.697875976563,585.06
84,2020-09-11 12:00:00,647.364624023438,588.58
85,2020-09-11 13:00:00,663.718627929688,603.36
86,2020-09-11 14:00:00,679.856201171875,604.47
87,2020-09-11 15:00:00,695.93310546875,626.2
88,2020-09-11 16:00:00,707.196655273438,647.66
89,2020-09-11 17:00:00,710.40283203125,640.73
90,2020-09-11 18:00:00,708.226318359375,639.39
91,2020-09-11 19:00:00,700.340515136719,633.77
92,2020-09-11 20:00:00,683.874389648438,664.2
93,2020-09-11 21:00:00,662.279235839844,660.42
94,2020-09-11 22:00:00,640.516784667969,657.36
95,2020-09-11 23:00:00,617.428100585938,677.77
96,2020-09-12 00:00:00,589.542114257813,647.11
97,2020-09-12 01:00:00,558.194213867187,635.08
98,2020-09-12 02:00:00,530.368103027344,606.6
99,2020-09-12 03:00:00,511.997802734375,595.04
100,2020-09-12 04:00:00,501.954345703125,583.78
101,2020-09-12 05:00:00,498.385681152344,577.64
102,2020-09-12 06:00:00,500.663452148438,606.4
103,2020-09-12 07:00:00,508.4052734375,592.2
104,2020-09-12 08:00:00,523.102416992188,546.41
105,2020-09-12 09:00:00,543.727294921875,515.98
106,2020-09-12 10:00:00,565.276062011719,504.64
107,2020-09-12 11:00:00,584.686706542969,509.47
108,2020-09-12 12:00:00,600.965881347656,535.64
109,2020-09-12 13:00:00,611.495788574219,520.41
110,2020-09-12 14:00:00,616.246215820313,509.29
111,2020-09-12 15:00:00,619.281127929688,522.41
112,2020-09-12 16:00:00,619.3564453125,556.98
113,2020-09-12 17:00:00,613.422119140625,528.21
114,2020-09-12 18:00:00,605.0400390625,551.33
115,2020-09-12 19:00:00,596.098876953125,569.55
116,2020-09-12 20:00:00,584.003051757813,629.43
117,2020-09-12 21:00:00,570.742736816406,630.87
118,2020-09-12 22:00:00,558.430419921875,610.04
119,2020-09-12 23:00:00,542.227111816406,589.73
120,2020-09-13 00:00:00,518.695129394531,525.45
121,2020-09-13 01:00:00,491.278686523438,501.13
122,2020-09-13 02:00:00,467.616455078125,495.84
123,2020-09-13 03:00:00,452.109191894531,491.58
124,2020-09-13 04:00:00,441.648193359375,482.63
125,2020-09-13 05:00:00,432.815063476563,480.6
126,2020-09-13 06:00:00,425.064697265625,476.55
127,2020-09-13 07:00:00,418.161254882812,469.74
128,2020-09-13 08:00:00,411.370788574219,441.83
129,2020-09-13 09:00:00,406.185180664063,446.36
130,2020-09-13 10:00:00,406.585327148438,434.14
131,2020-09-13 11:00:00,413.770629882812,439.39
132,2020-09-13 12:00:00,425.326171875,443.14
133,2020-09-13 13:00:00,436.787658691406,442.83
134,2020-09-13 14:00:00,442.919067382813,444.99
135,2020-09-13 15:00:00,442.831909179688,443.71
136,2020-09-13 16:00:00,439.464111328125,452.17
137,2020-09-13 17:00:00,436.177612304688,455.46
138,2020-09-13 18:00:00,439.228393554687,468.13
139,2020-09-13 19:00:00,452.571960449219,486.93
140,2020-09-13 20:00:00,474.194702148438,519.03
141,2020-09-13 21:00:00,498.329467773438,532.78
142,2020-09-13 22:00:00,520.761596679688,529.36
143,2020-09-13 23:00:00,536.196899414063,540.17
144,2020-09-14 00:00:00,539.243103027344,498.98
145,2020-09-14 01:00:00,528.926452636719,491.62
146,2020-09-14 02:00:00,507.914672851563,485.87
147,2020-09-14 03:00:00,483.501220703125,476.39
148,2020-09-14 04:00:00,462.122619628906,475.36
149,2020-09-14 05:00:00,445.214477539063,476.19
150,2020-09-14 06:00:00,437.584838867187,487.1
151,2020-09-14 07:00:00,442.588684082031,509.02
152,2020-09-14 08:00:00,458.997924804688,511.9
153,2020-09-14 09:00:00,486.106201171875,509.63
154,2020-09-14 10:00:00,523.111389160156,496.35
155,2020-09-14 11:00:00,563.17138671875,505.64
156,2020-09-14 12:00:00,596.255187988281,516.93
157,2020-09-14 13:00:00,614.152038574219,522.56
158,2020-09-14 14:00:00,620.873291015625,529.51
159,2020-09-14 15:00:00,623.94970703125,519.52
160,2020-09-14 16:00:00,619.795471191406,535.29
161,2020-09-14 17:00:00,613.56298828125,557.04
162,2020-09-14 18:00:00,611.99609375,542.32
163,2020-09-14 19:00:00,607.893920898438,540.69
164,2020-09-14 20:00:00,595.802001953125,565.71
165,2020-09-14 21:00:00,582.216430664063,571.54
166,2020-09-14 22:00:00,570.4375,566.56
167,2020-09-14 23:00:00,556.002746582031,568.25
